student_id,distance,velocity,type
232,125.13,6006.63,G
232,182.43,8310.14,G
232,112.66,5454.67,G
232,281.12,10043.27,G
232,196.34,6503.31,G
233,216.09,16803.74,G
233,158.54,7506.99,G
233,68.22,6795.4,G
233,83.95,13182.84,G
233,466.13,18379.0,G
234,161.35,5594.6,G
234,125.66,5593.75,G
234,132.09,11405.06,G
234,180.3,10548.53,G
234,120.88,6015.15,G
235,80.73,5503.33,G
235,278.27,12544.68,G
235,78.83,3567.22,G
235,146.89,7339.96,G
235,145.79,12281.6,G
236,153.24,11802.0,G
236,152.66,10655.21,G
236,207.71,14266.13,G
236,87.13,11878.36,G
236,270.47,6927.14,G
237,202.74,15320.05,G
237,289.81,11344.94,G
237,84.97,5655.73,G
237,113.52,4845.79,G
237,138.47,5882.32,G
238,193.41,10744.28,G
238,258.62,11075.85,G
238,138.87,10499.0,G
238,132.76,6796.15,G
238,417.96,890.99,G
239,99.93,4718.46,G
239,236.64,12414.98,G
239,155.64,9823.27,G
239,282.19,10506.34,G
239,189.48,10762.24,G
240,103.74,8416.86,G
240,162.8,12427.44,G
240,159.49,9229.78,G
240,153.17,586.15,G
240,239.63,16835.95,G
241,151.84,12215.67,G
241,95.23,12694.03,G
241,194.01,10305.36,G
241,98.18,7486.73,G
241,180.42,13382.65,G
242,119.33,7929.71,G
242,74.99,6815.21,G
242,176.52,8201.01,G
242,136.94,10786.96,G
242,152.86,10745.58,G
243,267.83,10764.88,G
243,103.07,9575.49,G
243,203.11,11545.15,G
243,111.03,7077.33,G
243,233.84,12729.95,G
244,124.12,12428.28,G
244,110.79,4039.6,G
244,187.67,21688.01,G
244,55.1,4024.49,G
244,97.91,5065.71,G
245,262.41,8453.51,G
245,120.69,30074.47,G
245,125.39,8197.55,G
245,215.6,10385.07,G
245,220.09,25774.1,G
246,102.65,8779.5,G
246,539.62,18148.75,G
246,67.63,3373.01,G
246,191.37,3096.58,G
246,359.41,65888.83,G
247,114.5,15545.05,G
247,85.66,8450.51,G
247,93.28,5659.1,G
247,150.47,13946.87,G
247,77.81,11690.33,G
248,242.88,7604.38,G
248,157.93,13125.14,G
248,136.42,16013.6,G
248,145.11,3496.54,G
248,125.07,7406.06,G
249,645.32,63816.24,G
249,94.25,8678.83,G
249,152.05,12347.66,G
249,122.64,12641.6,G
249,43.14,5012.66,G
250,152.41,9001.14,G
250,215.21,20693.71,G
250,62.51,10865.13,G
250,48.0,5030.27,G
250,84.36,3280.51,G
251,257.79,10339.69,G
251,192.4,8701.72,G
251,103.94,8905.76,G
251,85.97,5219.08,G
251,137.14,8377.34,G
252,226.3,12089.2,G
252,378.6,11108.61,G
252,125.49,987.54,G
252,82.3,8673.21,G
252,112.0,8190.62,G
253,522.63,7810.21,G
253,287.88,3912.43,G
253,143.5,1075.46,G
253,220.19,11623.34,G
253,131.96,14452.19,G
254,94.3,4095.53,G
254,288.48,5165.35,G
254,51.27,8806.12,G
254,261.21,15651.41,G
254,114.64,5756.05,G
255,124.51,8059.56,G
255,125.28,800.02,G
255,128.44,9333.72,G
255,144.29,29834.83,G
256,84.23,6631.37,G
256,204.25,18494.39,G
256,199.23,20369.28,G
256,333.23,16749.37,G
257,214.81,6524.12,G
257,131.84,8300.84,G
257,121.86,5036.66,G
257,520.57,965.97,G
258,154.2,11734.99,G
258,180.61,10550.4,G
258,107.09,4113.15,G
258,169.03,13689.41,G
259,110.46,10033.5,G
259,142.49,13570.12,G
259,66.1,4747.5,G
259,297.87,18724.42,G
260,111.54,5836.98,G
260,101.97,13890.94,G
260,182.16,9113.88,G
260,276.76,18294.25,G
261,99.95,11964.08,G
261,92.87,5300.77,G
261,320.85,10890.02,G
261,113.48,4078.82,G
262,126.12,10261.49,G
262,233.48,19229.27,G
262,196.38,8999.7,G
262,228.38,12714.46,G
263,130.76,4217.63,G
263,300.2,11385.89,G
263,82.2,4342.78,G
263,194.26,16344.86,G
264,183.53,19062.9,G
264,154.68,11464.0,G
264,266.57,10398.15,G
264,198.36,9286.95,G
265,46.91,4758.79,G
265,285.13,12949.4,G
265,184.98,18053.8,G
265,171.72,6976.16,G
266,317.29,11184.88,G
266,499.83,18316.02,G
266,285.33,12517.36,G
266,260.04,18742.45,G
267,198.3,7552.61,G
267,179.08,15675.55,G
267,233.3,20791.9,G
267,118.91,9436.11,G
268,125.7,9904.05,G
268,175.47,13404.45,G
268,100.53,7372.19,G
268,79.67,8672.96,G
269,120.76,11440.02,G
269,223.2,4066.68,G
269,234.28,6942.5,G
269,168.54,8443.74,G
270,148.63,11156.54,G
270,192.69,6838.18,G
270,100.33,4073.41,G
270,123.93,5920.73,G
271,169.08,15777.79,G
271,107.44,5507.59,G
271,151.82,4220.75,G
271,236.36,1769.04,G
272,137.25,12409.85,G
272,229.17,6270.23,G
272,106.97,4745.19,G
272,104.06,4961.89,G
273,288.15,2011.58,G
273,120.66,6601.3,G
273,74.74,6653.38,G
273,134.75,5749.47,G
274,115.78,5935.6,G
274,132.11,9936.38,G
274,126.79,9593.11,G
274,164.76,20758.71,G
275,104.89,5403.55,G
275,126.08,8261.95,G
275,153.58,11170.78,G
275,222.04,20584.25,G
276,263.62,13577.03,G
276,164.5,12552.0,G
276,64.58,6812.14,G
276,95.83,5705.07,G
277,205.75,9894.33,G
277,113.86,10116.89,G
277,239.66,4026.85,G
277,348.53,9798.06,G
278,196.05,10261.35,G
278,126.36,11025.36,G
278,93.02,3686.18,G
278,292.28,18650.55,G
279,169.43,20717.51,G
279,138.38,11006.97,G
279,90.56,8785.16,G
279,194.69,10360.97,G
280,210.48,9273.42,G
280,41.3,4891.08,G
280,70.71,3899.1,G
280,115.42,5864.51,G
281,96.04,8329.32,G
281,98.22,5952.38,G
281,130.5,13027.13,G
281,185.85,12087.96,G
282,51.51,4725.15,G
282,77.22,8782.09,G
282,598.19,63997.06,G
282,61.32,6581.87,G
283,194.83,11518.52,G
283,132.84,4180.8,G
283,158.85,8344.75,G
283,215.39,10499.16,G
284,124.42,11197.36,G
284,241.78,8153.11,G
284,151.43,10697.87,G
284,143.13,12408.09,G
285,121.44,8696.19,G
285,213.76,11867.4,G
285,55.31,4806.6,G
285,505.99,868.68,G
286,248.6,12604.61,G
286,284.36,19234.8,G
286,96.01,3735.59,G
286,67.32,4627.31,G
287,275.84,8759.72,G
287,186.98,25613.91,G
287,43.55,5049.46,G
287,242.16,5665.54,G
288,50.02,7681.6,G
288,111.67,11472.8,G
288,100.91,10066.84,G
288,226.98,7804.19,G
289,632.63,64059.21,G
289,168.88,12883.75,G
289,119.91,7657.25,G
289,362.41,65819.72,G
290,239.05,10262.8,G
290,93.77,6672.96,G
290,239.12,5334.05,G
290,499.22,64031.27,G
291,119.6,8654.85,G
291,238.53,13454.19,G
291,157.41,10275.08,G
291,219.91,13509.94,G
292,175.3,10320.05,G
292,278.46,15687.64,G
292,66.6,8717.91,G
292,202.91,11648.69,G
293,106.69,3905.73,G
293,166.29,8352.34,G
293,209.19,14998.63,G
293,183.54,18925.85,G
294,290.66,10575.07,G
294,91.48,4170.35,G
294,78.38,4424.82,G
294,190.31,10225.54,G
295,221.2,11650.9,G
295,100.62,5146.5,G
295,287.74,14423.66,G
295,142.33,5021.06,G
296,87.65,5358.37,G
296,171.51,7456.48,G
296,429.83,12796.52,G
296,301.57,2117.21,G
297,238.22,10927.99,G
297,231.76,4928.81,G
297,173.44,17917.75,G
297,373.49,26811.91,G
298,155.48,9362.01,G
298,247.33,6988.55,G
298,193.38,3168.86,G
298,42.97,5068.34,G
299,162.12,6570.0,G
299,245.88,13573.89,G
299,261.03,10850.05,G
299,386.4,26868.67,G
300,97.49,5098.66,G
300,123.83,12581.42,G
300,184.69,14932.66,G
300,149.05,10016.03,G
301,179.5,5333.65,G
301,184.84,173.43,G
301,124.41,9337.23,G
301,314.27,10499.34,G
302,74.84,6858.68,G
302,176.54,18043.7,G
302,131.66,15127.65,G
302,73.88,3501.66,G
303,58.93,10826.67,G
303,148.93,9545.91,G
303,67.08,6866.88,G
303,127.72,1927.14,G
304,42.51,7461.93,G
304,200.81,18062.93,G
304,230.13,4543.24,G
304,311.92,9970.97,G
305,90.33,8447.16,G
305,144.91,8384.24,G
305,86.89,6022.72,G
305,119.42,11557.73,G
306,63.47,3319.27,G
306,228.03,11864.97,G
306,204.76,10162.16,G
306,136.06,5051.63,G
307,176.0,17992.86,G
307,98.57,30186.68,G
307,415.02,11227.65,G
307,335.37,16298.03,G
308,117.79,11131.49,G
308,105.88,8239.1,G
308,156.33,5014.38,G
308,259.52,4734.28,G
309,127.5,13738.91,G
309,132.68,479.43,G
309,165.8,8890.78,G
309,213.03,3560.67,G
310,54.11,4695.1,G
310,179.93,8728.67,G
310,138.37,6979.53,G
310,143.34,4743.22,G
311,111.14,8831.84,G
311,119.73,1144.55,G
311,218.82,10284.73,G
311,126.03,10161.56,G
312,83.85,6989.84,G
312,309.28,6652.13,G
312,63.52,8955.06,G
312,135.73,9361.96,G
313,370.81,20107.52,G
313,159.24,5038.24,G
313,86.32,4365.64,G
313,112.57,14018.66,G
314,257.53,5420.37,G
314,141.97,10327.16,G
314,132.64,11307.65,G
314,171.74,9019.87,G
315,191.58,12021.06,G
315,115.48,6297.13,G
315,120.67,5476.76,G
315,89.39,11530.19,G
316,114.95,13963.21,G
316,64.75,3929.33,G
316,162.38,38.9,G
316,136.87,20969.3,G
317,90.86,4860.21,G
317,98.92,15617.76,G
317,188.74,11997.73,G
317,155.89,5168.42,G
318,269.47,16894.76,G
318,179.89,11243.06,G
318,157.14,11520.85,G
318,95.24,11811.17,G
319,200.87,19024.72,G
319,302.94,13235.38,G
319,245.11,13553.11,G
319,54.97,4859.29,G
320,99.3,5407.01,G
320,102.7,10025.08,G
320,115.96,8604.17,G
320,156.38,12364.84,G
321,122.98,29960.12,G
321,79.3,5888.99,G
321,46.75,8679.95,G
321,535.41,18365.99,G
322,127.75,10867.23,G
322,114.63,14756.82,G
322,444.2,20415.58,G
322,158.2,6731.58,G
323,252.92,14519.21,G
323,112.51,6218.28,G
323,141.3,5436.07,G
323,138.84,7409.45,G
324,121.21,10521.2,G
324,243.57,8624.15,G
324,173.89,11685.59,G
324,102.54,5854.9,G
325,123.1,9116.42,G
325,250.66,6953.07,G
325,138.1,10579.94,G
325,280.34,18975.52,G
325,123.13,4952.28,G
326,321.73,1905.33,G
326,239.73,12370.2,G
326,150.74,8473.33,G
326,55.86,2587.97,G
326,42.35,7702.91,G
327,127.32,9903.58,G
327,205.27,11988.09,G
327,82.91,7275.53,G
327,215.82,16494.35,G
327,95.81,4312.56,G
328,177.22,3105.26,G
328,129.27,11413.39,G
328,92.2,5084.82,G
328,149.3,12570.7,G
328,147.46,9410.32,G
329,193.52,10281.8,G
329,106.03,8971.66,G
329,157.89,12823.97,G
329,104.23,6804.39,G
329,335.03,23093.09,G
330,113.0,5333.43,G
330,277.99,8034.03,G
330,77.97,4242.03,G
330,252.13,19350.97,G
330,195.08,13539.63,G
331,118.79,12958.6,G
331,80.77,5923.76,G
331,168.81,8415.75,G
331,98.37,30059.01,G
331,62.89,6056.89,G
332,249.99,5254.55,G
332,104.97,7745.37,G
332,168.14,9009.23,G
332,115.43,8621.19,G
332,157.74,12545.65,G
333,242.75,11412.77,G
333,106.8,11289.72,G
333,116.39,4017.85,G
333,128.79,14715.31,G
333,102.84,6425.19,G
334,97.89,9288.27,G
334,202.95,5586.62,G
334,126.44,6663.3,G
334,228.31,11809.25,G
334,291.93,12534.85,G
335,77.9,6872.03,G
335,88.51,8788.7,G
335,132.85,4028.28,G
335,338.5,11326.04,G
335,196.18,12142.03,G
336,88.44,9072.82,G
336,72.96,3818.61,G
336,102.51,4854.26,G
336,91.89,8636.99,G
336,104.22,9508.6,G
337,390.8,1158.62,G
337,138.75,11382.24,G
337,71.04,3920.17,G
337,40.96,5206.03,G
337,94.02,3364.69,G
338,106.83,1251.25,G
338,149.49,13468.58,G
338,139.39,20603.56,G
338,291.97,11241.89,G
338,265.75,8440.14,G
339,224.4,15193.16,G
339,141.45,7424.67,G
339,161.0,10355.46,G
339,90.29,14230.21,G
339,207.49,20669.64,G
340,45.33,5208.87,G
340,290.72,19291.17,G
340,137.63,11018.83,G
340,171.25,10845.86,G
340,132.75,4862.81,G
341,221.37,15211.91,G
341,65.1,4727.56,G
341,204.75,9205.44,G
341,93.88,9880.24,G
341,264.67,12746.49,G
342,100.46,4087.27,G
342,336.57,28018.0,G
342,195.74,10160.5,G
342,119.25,3956.24,G
342,181.95,10703.7,G
343,110.13,11899.37,G
343,283.23,13049.63,G
343,88.42,8586.94,G
343,180.02,7493.63,G
343,253.64,6742.57,G
344,264.26,10727.82,G
344,186.24,18349.76,G
344,394.09,818.29,G
344,228.63,14258.79,G
344,143.14,7564.79,G
345,194.43,20167.76,G
345,202.0,8178.57,G
345,170.5,10701.43,G
345,296.89,7566.07,G
345,79.21,4829.87,G
346,254.23,1791.16,G
346,93.72,9823.75,G
346,172.46,11865.87,G
346,106.46,4931.57,G
346,42.36,5249.95,G
347,305.76,1688.28,G
347,148.11,13033.88,G
347,289.52,12377.45,G
347,49.84,7598.39,G
347,175.33,8843.39,G
348,163.33,12562.37,G
348,136.27,10000.09,G
348,193.34,6102.64,G
348,118.06,13819.7,G
348,157.78,19218.81,G
349,203.96,21907.97,G
349,104.3,7173.82,G
349,174.55,10454.72,G
349,99.46,8437.04,G
349,200.07,8711.31,G
350,319.76,10391.37,G
350,136.46,8167.14,G
350,259.17,6582.39,G
350,227.28,3177.92,G
350,186.21,10344.59,G
351,207.69,16768.95,G
351,131.77,11445.58,G
351,203.21,18430.7,G
351,212.46,10167.46,G
352,76.68,10483.44,G
352,105.43,15694.8,G
352,84.89,3868.56,G
352,137.37,16043.69,G
353,116.58,7824.75,G
353,121.59,5946.13,G
353,111.94,12274.37,G
353,334.27,19339.26,G
354,333.02,5492.73,G
354,207.47,8204.25,G
354,83.34,5431.2,G
354,121.56,12980.18,G
355,280.0,27817.4,G
355,425.0,26938.22,G
355,114.93,9420.68,G
355,92.55,3938.3,G
356,169.43,10795.46,G
356,105.48,4856.75,G
356,96.48,8692.31,G
356,140.0,14287.64,G
357,269.02,1857.88,G
357,145.07,13807.4,G
357,160.69,12509.52,G
357,386.0,26983.14,G
358,121.27,4337.26,G
358,168.64,13384.53,G
358,487.11,12649.15,G
358,190.94,6011.12,G
359,71.7,3944.13,G
359,143.8,6889.94,G
359,292.1,13511.9,G
359,380.96,16795.3,G
360,109.69,14483.15,G
360,231.13,13005.6,G
360,95.6,4117.87,G
360,199.59,11905.42,G
361,408.17,7507.04,G
361,59.36,8015.83,G
361,102.94,4559.99,G
361,60.79,5907.65,G
362,255.93,10716.94,G
362,76.82,3145.13,G
362,103.23,6122.68,G
362,186.62,11047.58,G
363,320.62,23034.53,G
363,46.36,5218.9,G
363,130.8,13598.76,G
363,112.77,7407.3,G
364,89.33,4328.01,G
364,112.85,5876.83,G
364,245.21,5426.58,G
364,92.97,13963.29,G
365,198.85,16452.08,G
365,78.93,5149.96,G
365,292.96,3937.91,G
365,100.36,15574.41,G
366,234.35,10685.46,G
366,354.9,942.98,G
366,230.53,5521.95,G
366,121.58,4748.92,G
367,119.61,5730.57,G
367,129.13,11529.01,G
367,157.12,6383.52,G
367,303.1,28046.65,G
368,58.09,2472.11,G
368,167.97,13303.52,G
368,47.44,7519.89,G
368,105.14,8739.53,G
369,305.28,3757.61,G
369,274.18,9310.0,G
369,101.16,14009.55,G
369,274.23,8770.63,G
370,182.88,19985.88,G
370,51.46,4168.32,G
370,76.52,6974.2,G
370,126.5,6225.6,G
371,447.88,931.34,G
371,347.38,19147.46,G
371,93.52,10471.0,G
371,290.58,15623.17,G
372,228.79,10853.07,G
372,235.35,4054.49,G
372,400.12,21985.89,G
372,87.28,3535.19,G
373,139.54,11427.42,G
373,107.6,12408.73,G
373,208.63,30942.34,G
373,71.73,3439.53,G
374,103.33,15539.36,G
374,223.23,12288.34,G
374,128.69,8483.43,G
374,55.82,7526.28,G
375,261.98,5696.71,G
375,189.71,12323.55,G
375,79.54,5222.95,G
375,226.42,11987.26,G
375,106.87,8572.84,G
376,104.82,3663.97,G
376,328.55,18776.14,G
376,261.28,19223.41,G
376,204.95,12670.54,G
376,124.03,10825.18,G
377,199.48,11581.1,G
377,165.17,11075.83,G
377,190.68,25770.93,G
377,205.61,10292.03,G
377,191.75,8799.26,G
378,126.24,11155.83,G
378,180.14,11190.55,G
378,118.48,10527.1,G
378,176.19,9416.38,G
378,107.48,8295.51,G
379,192.17,16419.53,G
379,135.73,10810.12,G
379,100.28,9046.11,G
379,166.01,6914.64,G
379,170.47,12531.73,G
380,247.1,11896.29,G
380,172.66,31138.66,G
380,57.42,10829.6,G
380,228.33,18098.43,G
380,702.66,64051.27,G
381,112.29,5190.49,G
381,157.17,5508.88,G
381,120.87,5093.89,G
381,96.67,11284.68,G
381,116.09,14701.27,G
382,113.78,3630.3,G
382,367.29,20401.82,G
382,260.83,18243.15,G
382,58.87,5158.89,G
382,290.65,19228.68,G
383,79.75,3942.81,G
383,401.48,7251.05,G
383,410.46,27098.25,G
383,116.81,9902.5,G
383,178.34,9001.58,G
384,237.12,5367.77,G
384,85.93,4153.5,G
384,330.51,18629.26,G
384,319.31,12935.94,G
384,75.48,6685.19,G
385,307.56,7590.57,G
385,194.33,5262.54,G
385,125.97,12824.34,G
385,96.46,8424.85,G
385,122.31,11229.33,G
386,175.25,9030.73,G
386,168.26,12687.94,G
386,68.6,5820.88,G
386,102.26,5592.46,G
386,156.28,6304.53,G
387,188.05,11673.2,G
387,239.29,4403.95,G
387,132.09,6963.19,G
387,193.99,8908.63,G
387,108.86,10148.75,G
388,102.21,15416.39,G
388,364.88,65874.78,G
388,91.73,1321.63,G
388,137.59,10556.3,G
388,102.52,9040.66,G
389,76.6,5310.98,G
389,184.82,8508.13,G
389,133.48,13237.78,G
389,185.62,19173.75,G
389,234.18,7706.87,G
390,211.56,10413.47,G
390,262.31,13617.44,G
390,89.71,5075.14,G
390,339.09,27940.64,G
390,419.05,1127.05,G
391,98.78,3105.48,G
391,103.95,8853.91,G
391,87.09,14743.57,G
391,109.08,4684.08,G
391,359.95,21718.68,G
392,90.73,8707.32,G
392,70.19,4380.46,G
392,292.14,9226.69,G
392,139.69,7172.63,G
392,143.52,9722.54,G
393,47.52,4198.76,G
393,123.95,9058.17,G
393,140.14,8797.19,G
393,217.99,19228.89,G
393,190.26,10039.99,G
394,219.3,19701.77,G
394,221.83,13480.84,G
394,134.56,13384.85,G
394,51.88,8947.08,G
394,159.61,12296.78,G
395,208.81,8869.79,G
395,169.91,15733.06,G
395,334.17,19198.64,G
395,264.47,4421.22,G
395,290.92,11436.31,G
396,123.73,11262.29,G
396,313.82,12508.69,G
396,207.48,5515.78,G
396,335.39,23088.03,G
396,237.72,31198.29,G
397,65.66,6777.74,G
397,129.22,8277.15,G
397,362.1,11232.18,G
397,349.11,19283.8,G
397,86.22,8930.64,G
398,319.42,31345.52,G
398,143.44,20827.33,G
398,81.51,3507.3,G
398,224.93,9279.07,G
398,185.26,-89.29,G
399,206.49,18648.06,G
399,241.23,8248.03,G
399,225.34,6571.33,G
399,149.9,15728.7,G
399,231.82,5637.89,G
400,55.84,4860.88,G
400,106.65,1073.28,G
400,121.61,11544.1,G
400,202.26,20063.91,G
400,54.86,4172.09,G
401,139.04,15534.23,G
401,115.52,9346.39,G
401,222.62,14500.63,G
401,99.43,4707.29,G
401,133.97,12378.37,G
402,297.0,9176.87,G
402,348.79,14140.59,G
402,95.73,8534.05,G
402,169.78,8701.32,G
402,107.76,4609.23,G
403,386.57,46515.14,G
403,68.06,8253.66,G
403,291.03,6577.2,G
403,221.22,6929.39,G
404,324.67,11163.87,G
404,158.28,10875.99,G
404,96.68,10061.63,G
404,235.67,8150.51,G
405,112.57,9942.61,G
405,223.55,20411.78,G
405,139.02,15821.22,G
405,273.44,15745.81,G
406,117.76,10709.1,G
406,119.17,7204.35,G
406,168.43,7020.62,G
406,247.68,8586.5,G
407,74.99,7085.84,G
407,116.79,8627.71,G
407,117.28,4789.5,G
407,42.18,7354.83,G
408,70.95,5399.59,G
408,107.35,4944.02,G
408,127.96,7509.45,G
408,66.87,4994.76,G
409,186.86,11880.23,G
409,40.76,7668.91,G
409,334.11,16931.87,G
409,165.22,12355.56,G
410,58.25,4671.83,G
410,310.15,12577.63,G
410,114.66,12469.19,G
410,206.37,6421.05,G
411,97.62,6541.43,G
411,144.35,11491.12,G
411,318.23,18254.2,G
411,164.23,12911.1,G
412,153.12,6976.11,G
412,156.6,12697.39,G
412,242.9,16945.23,G
412,124.2,8341.8,G
413,113.96,12769.93,G
413,177.19,6028.23,G
413,144.84,12455.31,G
413,90.84,6305.98,G
414,212.25,6484.81,G
414,259.23,13472.45,G
414,171.34,5310.97,G
414,200.8,8960.02,G
415,147.81,12504.42,G
415,286.25,13130.38,G
415,367.05,19017.24,G
415,286.56,6536.19,G
416,62.02,14002.28,G
416,84.77,8308.06,G
416,57.41,4070.29,G
416,153.17,10271.5,G
417,120.23,12146.01,G
417,400.33,46616.31,G
417,197.96,63.67,G
417,115.67,4823.97,G
418,204.58,3269.59,G
418,164.43,9499.8,G
418,156.49,12733.05,G
418,405.27,11198.71,G
419,359.26,7501.28,G
419,185.78,8897.34,G
419,191.33,10736.72,G
419,90.39,4902.0,G
420,80.48,4046.34,G
420,244.15,19585.95,G
420,112.99,8791.95,G
420,317.75,11434.96,G
421,274.27,9705.32,G
421,109.75,9918.19,G
421,210.43,25811.96,G
421,210.81,-45.65,G
422,116.35,9487.9,G
422,316.07,23123.66,G
422,416.52,1035.65,G
422,166.77,8488.01,G
423,156.74,12344.37,G
423,197.27,5587.66,G
423,110.92,5617.11,G
423,215.93,14316.12,G
424,321.66,21970.89,G
424,186.25,9433.57,G
424,230.02,4199.42,G
424,53.37,3585.24,G
425,93.39,10081.21,G
425,311.89,19403.46,G
425,170.96,20347.71,G
425,169.84,11824.61,G
426,167.54,4958.74,G
426,122.58,10699.83,G
426,339.54,19236.44,G
426,152.39,13497.59,G
427,106.65,5262.96,G
427,213.48,6494.1,G
427,135.13,11558.04,G
427,158.65,12326.57,G
428,155.95,13144.53,G
428,97.09,8473.77,G
428,112.14,8756.58,G
428,383.7,20349.33,G
429,396.02,26912.07,G
429,113.32,8600.04,G
429,49.66,4847.04,G
429,117.77,10749.88,G
430,288.62,9774.88,G
430,82.43,4172.26,G
430,158.52,8151.48,G
430,109.45,8196.18,G
431,120.99,3171.12,G
431,193.18,3229.35,G
431,318.16,11002.82,G
431,159.04,10378.71,G
432,82.7,3775.09,G
432,65.12,4033.92,G
432,304.67,5280.6,G
432,239.02,9349.21,G
433,88.04,5682.6,G
433,185.88,19071.84,G
433,156.73,3388.62,G
433,96.61,8525.29,G
434,156.74,21561.23,G
434,338.31,11150.94,G
434,276.79,30907.29,G
434,152.79,13142.89,G
435,302.48,6771.83,G
435,225.63,10616.53,G
435,210.07,4155.36,G
435,456.11,46500.38,G
436,68.73,3440.4,G
436,54.39,4757.96,G
436,147.48,2221.96,G
436,139.7,8315.21,G
437,239.83,5433.07,G
437,121.53,5822.08,G
437,65.71,14048.18,G
437,353.45,11275.49,G
438,151.23,4635.65,G
438,173.53,6875.95,G
438,91.09,11932.21,G
438,104.59,11431.98,G
439,129.67,1171.14,G
439,201.37,18669.63,G
439,66.44,5278.17,G
439,135.04,10782.38,G
440,301.8,13043.56,G
440,179.11,260.85,G
440,66.1,4068.58,G
440,187.18,18879.12,G
441,99.57,12838.47,G
441,309.87,10812.83,G
441,248.8,5845.32,G
441,263.58,18959.64,G
442,91.55,6603.73,G
442,100.72,10009.86,G
442,196.66,5572.04,G
442,125.08,11480.7,G
443,102.96,9004.56,G
443,175.1,11412.69,G
443,212.77,4080.73,G
443,181.53,8485.54,G
444,271.94,15060.55,G
444,123.9,9389.64,G
444,144.38,11149.82,G
444,86.25,5187.79,G
445,215.15,20565.77,G
445,141.1,9508.27,G
445,148.56,10779.54,G
445,251.21,11952.92,G
446,251.64,10845.19,G
446,334.72,65852.75,G
446,183.95,9585.26,G
446,441.57,46606.4,G
447,89.12,3829.09,G
447,130.39,5962.26,G
447,62.19,2640.28,G
447,173.11,11749.81,G
448,260.38,9100.76,G
448,456.53,27086.19,G
448,237.81,12905.96,G
448,109.26,8447.89,G
449,89.08,3887.92,G
449,147.0,8389.5,G
449,161.05,8811.9,G
449,95.13,11804.48,G
449,170.31,16645.94,G
450,114.65,12783.2,G
450,71.08,3976.15,G
450,90.91,3778.25,G
450,162.09,12735.8,G
450,164.21,9479.1,G
451,52.02,2289.66,G
451,150.84,15663.62,G
451,85.99,5083.38,G
451,216.07,8275.68,G
451,276.9,19325.13,G
452,53.36,4969.06,G
452,126.6,10653.65,G
452,110.39,8595.61,G
452,103.64,10073.34,G
452,190.27,25822.07,G
453,318.21,10579.75,G
453,131.36,12779.15,G
453,423.65,889.49,G
453,108.49,6698.65,G
453,234.61,11472.66,G
454,151.59,15558.5,G
454,143.14,13172.49,G
454,258.49,19219.55,G
454,163.79,10231.72,G
454,107.8,15006.88,G
455,72.05,8588.2,G
455,274.75,7612.43,G
455,129.3,12783.8,G
455,80.33,9684.13,G
455,149.37,7422.86,G
456,133.51,5730.36,G
456,252.77,9796.23,G
456,206.15,9552.27,G
456,112.48,955.89,G
456,172.28,12106.27,G
457,175.19,9176.02,G
457,136.27,6836.69,G
457,106.13,8095.61,G
457,105.86,9912.24,G
457,206.54,18945.23,G
458,304.53,21795.32,G
458,101.2,8829.31,G
458,372.0,16506.41,G
458,204.71,11916.55,G
458,106.39,8645.38,G
459,245.43,9652.41,G
459,60.53,2571.83,G
459,343.17,18446.43,G
459,115.04,7197.6,G
459,102.38,5898.55,G
460,121.85,9813.02,G
460,278.7,9652.31,G
460,185.58,9467.02,G
460,154.53,11941.62,G
460,143.48,13158.63,G
461,153.18,19277.28,G
461,55.72,4717.42,G
461,224.88,10669.51,G
461,212.05,8548.57,G
461,187.51,10613.62,G
462,47.22,4061.0,G
462,177.89,8330.26,G
462,128.14,9995.84,G
462,156.54,7662.08,G
462,91.86,5322.28,G
463,202.35,8463.3,G
463,173.13,12075.94,G
463,204.69,16118.82,G
463,132.07,3270.19,G
463,218.22,11491.46,G
464,70.3,7156.73,G
464,250.57,18184.14,G
464,91.23,4933.58,G
464,96.18,5688.78,G
464,102.27,10451.18,G
465,102.58,13953.78,G
465,202.97,12164.63,G
465,317.2,7367.49,G
465,92.41,7259.08,G
465,185.01,10411.08,G
466,220.05,19945.56,G
466,201.29,5541.41,G
466,156.43,5538.69,G
466,197.09,7077.13,G
466,134.68,14570.45,G
467,159.52,10334.34,G
467,139.33,6825.72,G
467,104.12,12954.93,G
467,386.73,14469.05,G
467,80.97,5207.1,G
468,93.71,12597.88,G
468,157.01,11801.68,G
468,139.33,7537.47,G
468,121.37,9428.25,G
468,105.73,4043.78,G
469,155.71,9581.08,G
469,188.32,25802.42,G
469,309.47,19233.99,G
469,57.19,2425.11,G
469,102.16,5957.33,G
470,271.25,19180.34,G
470,108.01,3615.18,G
470,208.47,5739.48,G
470,126.25,13189.33,G
470,165.95,8950.17,G
471,98.12,8457.72,G
471,154.95,8946.88,G
471,131.88,3096.75,G
471,162.83,13254.31,G
471,120.99,11197.03,G
472,137.22,12355.67,G
472,121.27,5709.95,G
472,147.43,15517.75,G
472,209.26,12023.91,G
472,317.23,16578.28,G
473,216.55,14374.65,G
473,257.16,6598.16,G
473,86.14,8894.67,G
473,88.25,8950.64,G
473,129.24,15109.59,G
474,99.97,11593.17,G
474,112.79,9968.03,G
474,171.68,9147.55,G
474,96.46,15351.09,G
474,378.98,941.09,G
475,117.57,9933.75,G
475,353.55,65908.78,G
